Database,Talker,Age,Gender,category,Quantity,Word,Token,F1,F2
Kuronen2000,svsv_1,18,male,[iː],long,bil,1,299,2496
Kuronen2000,svsv_1,18,male,[iː],long,pil,2,277,2590
Kuronen2000,svsv_1,18,male,[iː],long,fila,3,300,2436
Kuronen2000,svsv_1,18,male,[iː],long,rita,4,267,2557
Kuronen2000,svsv_1,18,male,[iː],long,silen,5,310,2476
Kuronen2000,svsv_1,18,male,[iː],long,bi,6,310,2560
Kuronen2000,svsv_1,18,male,[iː],long,pipa,7,256,2593
Kuronen2000,svsv_1,18,male,[yː],long,by,1,267,2240
Kuronen2000,svsv_1,18,male,[yː],long,typ,2,287,2412
Kuronen2000,svsv_1,18,male,[yː],long,myr,3,288,2369
Kuronen2000,svsv_1,18,male,[yː],long,byka,4,288,2326
Kuronen2000,svsv_1,18,male,[yː],long,hysa,5,299,2379
Kuronen2000,svsv_1,18,male,[yː],long,byn,6,255,2379
Kuronen2000,svsv_1,18,male,[yː],long,kypare,7,265,2414
Kuronen2000,svsv_1,18,male,[eː],long,selar,1,333,2272
Kuronen2000,svsv_1,18,male,[eː],long,kelar,2,377,2307
Kuronen2000,svsv_1,18,male,[eː],long,vev,3,365,2265
Kuronen2000,svsv_1,18,male,[eː],long,fel,4,409,2290
Kuronen2000,svsv_1,18,male,[eː],long,lek,5,406,2377
Kuronen2000,svsv_1,18,male,[eː],long,meta,6,343,2404
Kuronen2000,svsv_1,18,male,[eː],long,skepnad,7,361,2395
Kuronen2000,svsv_1,18,male,[øː],long,höta,1,473,1385
Kuronen2000,svsv_1,18,male,[øː],long,böka,2,518,1494
Kuronen2000,svsv_1,18,male,[øː],long,hök,3,508,1472
Kuronen2000,svsv_1,18,male,[øː],long,hög,4,551,1362
Kuronen2000,svsv_1,18,male,[øː],long,lök,5,486,1580
Kuronen2000,svsv_1,18,male,[øː],long,spöke,6,496,1552
Kuronen2000,svsv_1,18,male,[øː],long,köpa,7,549,1427
Kuronen2000,svsv_1,18,male,[œː],long,köra,1,526,1226
Kuronen2000,svsv_1,18,male,[œː],long,höra,2,559,1257
Kuronen2000,svsv_1,18,male,[œː],long,störde,3,602,1246
Kuronen2000,svsv_1,18,male,[œː],long,störde,4,584,1269
Kuronen2000,svsv_1,18,male,[œː],long,förödmjuka,5,517,1297
Kuronen2000,svsv_1,18,male,[œː],long,föra,6,554,1177
Kuronen2000,svsv_1,18,male,[œː],long,björn,7,569,1329
Kuronen2000,svsv_1,18,male,[æː],long,skära,1,683,1746
Kuronen2000,svsv_1,18,male,[æː],long,härad,2,661,1545
Kuronen2000,svsv_1,18,male,[æː],long,kär,3,676,1623
Kuronen2000,svsv_1,18,male,[æː],long,skär,4,668,1820
Kuronen2000,svsv_1,18,male,[æː],long,bära,5,704,1689
Kuronen2000,svsv_1,18,male,[æː],long,gärna,6,661,1705
Kuronen2000,svsv_1,18,male,[ɑː],long,rasar,1,540,883
Kuronen2000,svsv_1,18,male,[ɑː],long,krama,2,529,786
Kuronen2000,svsv_1,18,male,[ɑː],long,faten,3,561,894
Kuronen2000,svsv_1,18,male,[ɑː],long,kranar,4,486,797
Kuronen2000,svsv_1,18,male,[ɑː],long,pater,5,476,786
Kuronen2000,svsv_1,18,male,[ɑː],long,mas,6,497,797
Kuronen2000,svsv_1,18,male,[ɑː],long,stapel,7,518,845
Kuronen2000,svsv_1,18,male,[ʉː],long,kul,1,338,1786
Kuronen2000,svsv_1,18,male,[ʉː],long,gul,2,334,1777
Kuronen2000,svsv_1,18,male,[ʉː],long,puka,3,322,1737
Kuronen2000,svsv_1,18,male,[ʉː],long,supa,4,312,1765
Kuronen2000,svsv_1,18,male,[ʉː],long,huta,5,302,1819
Kuronen2000,svsv_1,18,male,[ʉː],long,bu,6,340,1745
Kuronen2000,svsv_1,18,male,[ʉː],long,ful,7,316,1732
Kuronen2000,svsv_1,18,male,[oː],long,mås,1,328,677
Kuronen2000,svsv_1,18,male,[oː],long,tåt,2,372,776
Kuronen2000,svsv_1,18,male,[oː],long,våd,3,404,667
Kuronen2000,svsv_1,18,male,[oː],long,såpa,4,381,763
Kuronen2000,svsv_1,18,male,[oː],long,vård,5,372,707
Kuronen2000,svsv_1,18,male,[oː],long,dålig,6,353,613
Kuronen2000,svsv_1,18,male,[oː],long,tålig,7,365,670
Kuronen2000,svsv_1,18,male,[uː],long,koka,1,291,584
Kuronen2000,svsv_1,18,male,[uː],long,mos,2,271,677
Kuronen2000,svsv_1,18,male,[uː],long,sopa,3,312,668
Kuronen2000,svsv_1,18,male,[uː],long,bo,4,334,736
Kuronen2000,svsv_1,18,male,[uː],long,mor,5,279,734
Kuronen2000,svsv_1,18,male,[uː],long,boken,6,286,672
Kuronen2000,svsv_1,18,male,[uː],long,hjord,7,298,599
Kuronen2000,svsv_1,18,male,[ɛː],long,NA,1,612,1796
Kuronen2000,svsv_2,18,male,[iː],long,bil,1,300,2116
Kuronen2000,svsv_2,18,male,[iː],long,pil,2,268,2203
Kuronen2000,svsv_2,18,male,[iː],long,fila,3,268,2095
Kuronen2000,svsv_2,18,male,[iː],long,rita,4,300,2051
Kuronen2000,svsv_2,18,male,[iː],long,silen,5,320,2084
Kuronen2000,svsv_2,18,male,[iː],long,bi,6,278,2160
Kuronen2000,svsv_2,18,male,[iː],long,pipa,7,284,2126
Kuronen2000,svsv_2,18,male,[yː],long,by,1,281,2165
Kuronen2000,svsv_2,18,male,[yː],long,typ,2,335,1982
Kuronen2000,svsv_2,18,male,[yː],long,myr,3,314,2015
Kuronen2000,svsv_2,18,male,[yː],long,byka,4,303,1961
Kuronen2000,svsv_2,18,male,[yː],long,hysa,5,346,1961
Kuronen2000,svsv_2,18,male,[yː],long,byn,6,335,2112
Kuronen2000,svsv_2,18,male,[yː],long,kypare,7,281,2036
Kuronen2000,svsv_2,18,male,[eː],long,selar,1,444,1974
Kuronen2000,svsv_2,18,male,[eː],long,kelar,2,381,2029
Kuronen2000,svsv_2,18,male,[eː],long,vev,3,392,2115
Kuronen2000,svsv_2,18,male,[eː],long,fel,4,424,2061
Kuronen2000,svsv_2,18,male,[eː],long,lek,5,381,2040
Kuronen2000,svsv_2,18,male,[eː],long,meta,6,413,1997
Kuronen2000,svsv_2,18,male,[eː],long,skepnad,7,402,2169
Kuronen2000,svsv_2,18,male,[øː],long,höta,1,481,1407
Kuronen2000,svsv_2,18,male,[øː],long,böka,2,471,1459
Kuronen2000,svsv_2,18,male,[øː],long,hök,3,502,1495
Kuronen2000,svsv_2,18,male,[øː],long,hög,4,524,1397
Kuronen2000,svsv_2,18,male,[øː],long,lök,5,505,1406
Kuronen2000,svsv_2,18,male,[øː],long,spöke,6,469,1473
Kuronen2000,svsv_2,18,male,[øː],long,köpa,7,462,1513
Kuronen2000,svsv_2,18,male,[œː],long,köra,1,505,1272
Kuronen2000,svsv_2,18,male,[œː],long,höra,2,509,1218
Kuronen2000,svsv_2,18,male,[œː],long,störde,3,505,1336
Kuronen2000,svsv_2,18,male,[œː],long,störde,4,496,1250
Kuronen2000,svsv_2,18,male,[œː],long,förödmjuka,5,553,1218
Kuronen2000,svsv_2,18,male,[œː],long,föra,6,495,1239
Kuronen2000,svsv_2,18,male,[œː],long,björn,7,556,1250
Kuronen2000,svsv_2,18,male,[æː],long,skära,1,553,1430
Kuronen2000,svsv_2,18,male,[æː],long,härad,2,564,1711
Kuronen2000,svsv_2,18,male,[æː],long,kär,3,546,1613
Kuronen2000,svsv_2,18,male,[æː],long,skär,4,538,1768
Kuronen2000,svsv_2,18,male,[æː],long,bära,5,553,1543
Kuronen2000,svsv_2,18,male,[æː],long,gärna,6,625,1493
Kuronen2000,svsv_2,18,male,[ɑː],long,rasar,1,502,878
Kuronen2000,svsv_2,18,male,[ɑː],long,krama,2,534,889
Kuronen2000,svsv_2,18,male,[ɑː],long,faten,3,513,920
Kuronen2000,svsv_2,18,male,[ɑː],long,kranar,4,551,868
Kuronen2000,svsv_2,18,male,[ɑː],long,pater,5,561,818
Kuronen2000,svsv_2,18,male,[ɑː],long,mas,6,522,911
Kuronen2000,svsv_2,18,male,[ɑː],long,stapel,7,543,892
Kuronen2000,svsv_2,18,male,[ʉː],long,kul,1,311,1745
Kuronen2000,svsv_2,18,male,[ʉː],long,gul,2,343,1649
Kuronen2000,svsv_2,18,male,[ʉː],long,puka,3,358,1659
Kuronen2000,svsv_2,18,male,[ʉː],long,supa,4,375,1692
Kuronen2000,svsv_2,18,male,[ʉː],long,huta,5,343,1832
Kuronen2000,svsv_2,18,male,[ʉː],long,bu,6,386,1853
Kuronen2000,svsv_2,18,male,[ʉː],long,ful,7,397,1625
Kuronen2000,svsv_2,18,male,[oː],long,mås,1,415,772
Kuronen2000,svsv_2,18,male,[oː],long,tåt,2,446,695
Kuronen2000,svsv_2,18,male,[oː],long,våd,3,383,658
Kuronen2000,svsv_2,18,male,[oː],long,såpa,4,421,747
Kuronen2000,svsv_2,18,male,[oː],long,vård,5,461,789
Kuronen2000,svsv_2,18,male,[oː],long,dålig,6,404,731
Kuronen2000,svsv_2,18,male,[oː],long,tålig,7,405,675
Kuronen2000,svsv_2,18,male,[uː],long,koka,1,325,713
Kuronen2000,svsv_2,18,male,[uː],long,mos,2,298,678
Kuronen2000,svsv_2,18,male,[uː],long,sopa,3,320,622
Kuronen2000,svsv_2,18,male,[uː],long,bo,4,299,743
Kuronen2000,svsv_2,18,male,[uː],long,mor,5,319,693
Kuronen2000,svsv_2,18,male,[uː],long,boken,6,335,713
Kuronen2000,svsv_2,18,male,[uː],long,hjord,7,325,651
Kuronen2000,svsv_2,18,male,[ɛː],long,NA,1,563,1630
Kuronen2000,svsv_3,18,male,[iː],long,bil,1,239,2468
Kuronen2000,svsv_3,18,male,[iː],long,pil,2,243,2461
Kuronen2000,svsv_3,18,male,[iː],long,fila,3,235,2456
Kuronen2000,svsv_3,18,male,[iː],long,rita,4,235,2437
Kuronen2000,svsv_3,18,male,[iː],long,silen,5,254,2379
Kuronen2000,svsv_3,18,male,[iː],long,bi,6,263,2528
Kuronen2000,svsv_3,18,male,[iː],long,pipa,7,240,2432
Kuronen2000,svsv_3,18,male,[yː],long,by,1,284,2371
Kuronen2000,svsv_3,18,male,[yː],long,typ,2,262,2319
Kuronen2000,svsv_3,18,male,[yː],long,myr,3,290,2370
Kuronen2000,svsv_3,18,male,[yː],long,byka,4,253,2316
Kuronen2000,svsv_3,18,male,[yː],long,hysa,5,252,2425
Kuronen2000,svsv_3,18,male,[yː],long,byn,6,259,2437
Kuronen2000,svsv_3,18,male,[yː],long,kypare,7,252,2353
Kuronen2000,svsv_3,18,male,[eː],long,selar,1,369,1997
Kuronen2000,svsv_3,18,male,[eː],long,kelar,2,352,2292
Kuronen2000,svsv_3,18,male,[eː],long,vev,3,395,2120
Kuronen2000,svsv_3,18,male,[eː],long,fel,4,416,2163
Kuronen2000,svsv_3,18,male,[eː],long,lek,5,416,2293
Kuronen2000,svsv_3,18,male,[eː],long,meta,6,352,2267
Kuronen2000,svsv_3,18,male,[eː],long,skepnad,7,352,2362
Kuronen2000,svsv_3,18,male,[øː],long,höta,1,438,1358
Kuronen2000,svsv_3,18,male,[øː],long,böka,2,434,1325
Kuronen2000,svsv_3,18,male,[øː],long,hök,3,468,1485
Kuronen2000,svsv_3,18,male,[øː],long,hög,4,483,1421
Kuronen2000,svsv_3,18,male,[øː],long,lök,5,434,1388
Kuronen2000,svsv_3,18,male,[øː],long,spöke,6,439,1503
Kuronen2000,svsv_3,18,male,[øː],long,köpa,7,452,1391
Kuronen2000,svsv_3,18,male,[œː],long,köra,1,519,1242
Kuronen2000,svsv_3,18,male,[œː],long,höra,2,624,1256
Kuronen2000,svsv_3,18,male,[œː],long,störde,3,566,1264
Kuronen2000,svsv_3,18,male,[œː],long,störde,4,577,1157
Kuronen2000,svsv_3,18,male,[œː],long,förödmjuka,5,542,1187
Kuronen2000,svsv_3,18,male,[œː],long,föra,6,559,1317
Kuronen2000,svsv_3,18,male,[œː],long,björn,7,572,1244
Kuronen2000,svsv_3,18,male,[æː],long,skära,1,709,1518
Kuronen2000,svsv_3,18,male,[æː],long,härad,2,623,1586
Kuronen2000,svsv_3,18,male,[æː],long,kär,3,635,1568
Kuronen2000,svsv_3,18,male,[æː],long,skär,4,592,1470
Kuronen2000,svsv_3,18,male,[æː],long,bära,5,658,1610
Kuronen2000,svsv_3,18,male,[æː],long,gärna,6,651,1488
Kuronen2000,svsv_3,18,male,[ɑː],long,rasar,1,483,886
Kuronen2000,svsv_3,18,male,[ɑː],long,krama,2,525,902
Kuronen2000,svsv_3,18,male,[ɑː],long,faten,3,502,841
Kuronen2000,svsv_3,18,male,[ɑː],long,kranar,4,476,771
Kuronen2000,svsv_3,18,male,[ɑː],long,pater,5,562,881
Kuronen2000,svsv_3,18,male,[ɑː],long,mas,6,520,871
Kuronen2000,svsv_3,18,male,[ɑː],long,stapel,7,514,875
Kuronen2000,svsv_3,18,male,[ʉː],long,kul,1,285,1684
Kuronen2000,svsv_3,18,male,[ʉː],long,gul,2,314,1663
Kuronen2000,svsv_3,18,male,[ʉː],long,puka,3,313,1748
Kuronen2000,svsv_3,18,male,[ʉː],long,supa,4,332,1663
Kuronen2000,svsv_3,18,male,[ʉː],long,huta,5,313,1748
Kuronen2000,svsv_3,18,male,[ʉː],long,bu,6,260,1685
Kuronen2000,svsv_3,18,male,[ʉː],long,ful,7,288,1812
Kuronen2000,svsv_3,18,male,[oː],long,mås,1,379,722
Kuronen2000,svsv_3,18,male,[oː],long,tåt,2,399,702
Kuronen2000,svsv_3,18,male,[oː],long,våd,3,406,746
Kuronen2000,svsv_3,18,male,[oː],long,såpa,4,358,657
Kuronen2000,svsv_3,18,male,[oː],long,vård,5,416,748
Kuronen2000,svsv_3,18,male,[oː],long,dålig,6,389,709
Kuronen2000,svsv_3,18,male,[oː],long,tålig,7,359,655
Kuronen2000,svsv_3,18,male,[uː],long,koka,1,289,645
Kuronen2000,svsv_3,18,male,[uː],long,mos,2,279,628
Kuronen2000,svsv_3,18,male,[uː],long,sopa,3,302,711
Kuronen2000,svsv_3,18,male,[uː],long,bo,4,286,691
Kuronen2000,svsv_3,18,male,[uː],long,mor,5,326,705
Kuronen2000,svsv_3,18,male,[uː],long,boken,6,278,621
Kuronen2000,svsv_3,18,male,[uː],long,hjord,7,332,730
Kuronen2000,svsv_3,18,male,[ɛː],long,NA,1,619,1680
Kuronen2000,svsv_4,18,male,[iː],long,bil,1,277,2365
Kuronen2000,svsv_4,18,male,[iː],long,pil,2,257,2430
Kuronen2000,svsv_4,18,male,[iː],long,fila,3,309,2351
Kuronen2000,svsv_4,18,male,[iː],long,rita,4,299,2368
Kuronen2000,svsv_4,18,male,[iː],long,silen,5,287,2293
Kuronen2000,svsv_4,18,male,[iː],long,bi,6,259,2315
Kuronen2000,svsv_4,18,male,[iː],long,pipa,7,269,2337
Kuronen2000,svsv_4,18,male,[yː],long,by,1,272,2285
Kuronen2000,svsv_4,18,male,[yː],long,typ,2,280,2244
Kuronen2000,svsv_4,18,male,[yː],long,myr,3,296,2186
Kuronen2000,svsv_4,18,male,[yː],long,byka,4,261,2331
Kuronen2000,svsv_4,18,male,[yː],long,hysa,5,305,2292
Kuronen2000,svsv_4,18,male,[yː],long,byn,6,278,2216
Kuronen2000,svsv_4,18,male,[yː],long,kypare,7,284,2336
Kuronen2000,svsv_4,18,male,[eː],long,selar,1,401,2223
Kuronen2000,svsv_4,18,male,[eː],long,kelar,2,356,2216
Kuronen2000,svsv_4,18,male,[eː],long,vev,3,420,2106
Kuronen2000,svsv_4,18,male,[eː],long,fel,4,406,2023
Kuronen2000,svsv_4,18,male,[eː],long,lek,5,385,2327
Kuronen2000,svsv_4,18,male,[eː],long,meta,6,365,2158
Kuronen2000,svsv_4,18,male,[eː],long,skepnad,7,354,2203
Kuronen2000,svsv_4,18,male,[øː],long,höta,1,541,1468
Kuronen2000,svsv_4,18,male,[øː],long,böka,2,474,1388
Kuronen2000,svsv_4,18,male,[øː],long,hök,3,558,1388
Kuronen2000,svsv_4,18,male,[øː],long,hög,4,514,1427
Kuronen2000,svsv_4,18,male,[øː],long,lök,5,484,1411
Kuronen2000,svsv_4,18,male,[øː],long,spöke,6,512,1497
Kuronen2000,svsv_4,18,male,[øː],long,köpa,7,524,1420
Kuronen2000,svsv_4,18,male,[œː],long,köra,1,540,1203
Kuronen2000,svsv_4,18,male,[œː],long,höra,2,582,1186
Kuronen2000,svsv_4,18,male,[œː],long,störde,3,510,1271
Kuronen2000,svsv_4,18,male,[œː],long,störde,4,492,1314
Kuronen2000,svsv_4,18,male,[œː],long,förödmjuka,5,576,1305
Kuronen2000,svsv_4,18,male,[œː],long,föra,6,555,1237
Kuronen2000,svsv_4,18,male,[œː],long,björn,7,576,1222
Kuronen2000,svsv_4,18,male,[æː],long,skära,1,614,1690
Kuronen2000,svsv_4,18,male,[æː],long,härad,2,630,1555
Kuronen2000,svsv_4,18,male,[æː],long,kär,3,574,1503
Kuronen2000,svsv_4,18,male,[æː],long,skär,4,683,1658
Kuronen2000,svsv_4,18,male,[æː],long,bära,5,640,1615
Kuronen2000,svsv_4,18,male,[æː],long,gärna,6,628,1623
Kuronen2000,svsv_4,18,male,[ɑː],long,rasar,1,564,906
Kuronen2000,svsv_4,18,male,[ɑː],long,krama,2,506,831
Kuronen2000,svsv_4,18,male,[ɑː],long,faten,3,512,878
Kuronen2000,svsv_4,18,male,[ɑː],long,kranar,4,573,906
Kuronen2000,svsv_4,18,male,[ɑː],long,pater,5,486,792
Kuronen2000,svsv_4,18,male,[ɑː],long,mas,6,552,894
Kuronen2000,svsv_4,18,male,[ɑː],long,stapel,7,546,861
Kuronen2000,svsv_4,18,male,[ʉː],long,kul,1,360,1668
Kuronen2000,svsv_4,18,male,[ʉː],long,gul,2,326,1779
Kuronen2000,svsv_4,18,male,[ʉː],long,puka,3,316,1646
Kuronen2000,svsv_4,18,male,[ʉː],long,supa,4,316,1797
Kuronen2000,svsv_4,18,male,[ʉː],long,huta,5,337,1763
Kuronen2000,svsv_4,18,male,[ʉː],long,bu,6,310,1712
Kuronen2000,svsv_4,18,male,[ʉː],long,ful,7,323,1738
Kuronen2000,svsv_4,18,male,[oː],long,mås,1,360,754
Kuronen2000,svsv_4,18,male,[oː],long,tåt,2,407,787
Kuronen2000,svsv_4,18,male,[oː],long,våd,3,385,767
Kuronen2000,svsv_4,18,male,[oː],long,såpa,4,357,640
Kuronen2000,svsv_4,18,male,[oː],long,vård,5,370,668
Kuronen2000,svsv_4,18,male,[oː],long,dålig,6,381,698
Kuronen2000,svsv_4,18,male,[oː],long,tålig,7,380,707
Kuronen2000,svsv_4,18,male,[uː],long,koka,1,276,668
Kuronen2000,svsv_4,18,male,[uː],long,mos,2,301,694
Kuronen2000,svsv_4,18,male,[uː],long,sopa,3,314,632
Kuronen2000,svsv_4,18,male,[uː],long,bo,4,276,682
Kuronen2000,svsv_4,18,male,[uː],long,mor,5,266,708
Kuronen2000,svsv_4,18,male,[uː],long,boken,6,275,704
Kuronen2000,svsv_4,18,male,[uː],long,hjord,7,285,688
Kuronen2000,svsv_4,18,male,[ɛː],long,NA,1,592,1733
Kuronen2000,svsv_1,18,male,[ɪ],short,kicka,1,286,2375
Kuronen2000,svsv_1,18,male,[ɪ],short,riddare,2,294,2357
Kuronen2000,svsv_1,18,male,[ɪ],short,vitt,3,329,2327
Kuronen2000,svsv_1,18,male,[ɪ],short,vispa,4,316,2517
Kuronen2000,svsv_1,18,male,[ɪ],short,vilka,5,312,2369
Kuronen2000,svsv_1,18,male,[ʏ],short,sylten,1,310,2231
Kuronen2000,svsv_1,18,male,[ʏ],short,skylten,2,390,1859
Kuronen2000,svsv_1,18,male,[ʏ],short,styck,3,351,1991
Kuronen2000,svsv_1,18,male,[ʏ],short,fyll,4,387,1912
Kuronen2000,svsv_1,18,male,[ʏ],short,ryddare,5,319,1841
Kuronen2000,svsv_1,18,male,[ɛ],short,teknisk,1,430,1993
Kuronen2000,svsv_1,18,male,[ɛ],short,Helge,2,385,2228
Kuronen2000,svsv_1,18,male,[ɛ],short,vettigt,3,483,1898
Kuronen2000,svsv_1,18,male,[ɛ],short,kälkar,4,426,2089
Kuronen2000,svsv_1,18,male,[ɛ],short,skämta,5,430,1887
Kuronen2000,svsv_1,18,male,[ø],short,stöppla,1,524,1349
Kuronen2000,svsv_1,18,male,[ø],short,köld,2,461,1332
Kuronen2000,svsv_1,18,male,[ø],short,sköld,3,499,1204
Kuronen2000,svsv_1,18,male,[ø],short,föll,4,441,1119
Kuronen2000,svsv_1,18,male,[ø],short,tröst,5,510,1316
Kuronen2000,svsv_1,18,male,[œ],short,börja,1,504,1286
Kuronen2000,svsv_1,18,male,[œ],short,börjat,2,424,1139
Kuronen2000,svsv_1,18,male,[œ],short,först,3,488,1125
Kuronen2000,svsv_1,18,male,[œ],short,först,4,469,1164
Kuronen2000,svsv_1,18,male,[œ],short,börjat,5,459,1191
Kuronen2000,svsv_1,18,male,[a],short,packa,1,784,1269
Kuronen2000,svsv_1,18,male,[a],short,mamre,2,721,1235
Kuronen2000,svsv_1,18,male,[a],short,balkar,3,739,1375
Kuronen2000,svsv_1,18,male,[a],short,alfa,4,784,1385
Kuronen2000,svsv_1,18,male,[a],short,halsa,5,798,1348
Kuronen2000,svsv_1,18,male,[ɵ],short,trust,1,395,1249
Kuronen2000,svsv_1,18,male,[ɵ],short,full,2,417,1136
Kuronen2000,svsv_1,18,male,[ɵ],short,stubben,3,371,1038
Kuronen2000,svsv_1,18,male,[ɵ],short,kuppar,4,404,1187
Kuronen2000,svsv_1,18,male,[ɵ],short,kubbar,5,386,1136
Kuronen2000,svsv_1,18,male,[ɔ],short,borgå,1,484,788
Kuronen2000,svsv_1,18,male,[ɔ],short,borga,2,398,697
Kuronen2000,svsv_1,18,male,[ɔ],short,spott,3,462,759
Kuronen2000,svsv_1,18,male,[ɔ],short,sport,4,422,797
Kuronen2000,svsv_1,18,male,[ɔ],short,pocka,5,438,775
Kuronen2000,svsv_1,18,male,[ʊ],short,bott,1,329,732
Kuronen2000,svsv_1,18,male,[ʊ],short,kossa,2,354,769
Kuronen2000,svsv_1,18,male,[ʊ],short,fogde,3,382,768
Kuronen2000,svsv_2,18,male,[ɪ],short,kicka,1,365,2078
Kuronen2000,svsv_2,18,male,[ɪ],short,riddare,2,321,1916
Kuronen2000,svsv_2,18,male,[ɪ],short,vitt,3,367,2142
Kuronen2000,svsv_2,18,male,[ɪ],short,vispa,4,354,1991
Kuronen2000,svsv_2,18,male,[ɪ],short,vilka,5,343,2174
Kuronen2000,svsv_2,18,male,[ʏ],short,sylten,1,366,1883
Kuronen2000,svsv_2,18,male,[ʏ],short,skylten,2,409,1810
Kuronen2000,svsv_2,18,male,[ʏ],short,styck,3,366,1915
Kuronen2000,svsv_2,18,male,[ʏ],short,fyll,4,398,1890
Kuronen2000,svsv_2,18,male,[ʏ],short,ryddare,5,387,1958
Kuronen2000,svsv_2,18,male,[ɛ],short,teknisk,1,506,1810
Kuronen2000,svsv_2,18,male,[ɛ],short,Helge,2,462,1915
Kuronen2000,svsv_2,18,male,[ɛ],short,vettigt,3,473,1808
Kuronen2000,svsv_2,18,male,[ɛ],short,kälkar,4,430,1861
Kuronen2000,svsv_2,18,male,[ɛ],short,skämta,5,460,1884
Kuronen2000,svsv_2,18,male,[ø],short,stöppla,1,419,1272
Kuronen2000,svsv_2,18,male,[ø],short,köld,2,452,1318
Kuronen2000,svsv_2,18,male,[ø],short,sköld,3,459,1285
Kuronen2000,svsv_2,18,male,[ø],short,föll,4,483,1391
Kuronen2000,svsv_2,18,male,[ø],short,tröst,5,501,1343
Kuronen2000,svsv_2,18,male,[œ],short,börja,1,469,1262
Kuronen2000,svsv_2,18,male,[œ],short,börjat,2,491,1257
Kuronen2000,svsv_2,18,male,[œ],short,först,3,430,1265
Kuronen2000,svsv_2,18,male,[œ],short,först,4,448,1308
Kuronen2000,svsv_2,18,male,[œ],short,börjat,5,448,1280
Kuronen2000,svsv_2,18,male,[a],short,packa,1,700,1355
Kuronen2000,svsv_2,18,male,[a],short,mamre,2,646,1246
Kuronen2000,svsv_2,18,male,[a],short,balkar,3,560,1335
Kuronen2000,svsv_2,18,male,[a],short,alfa,4,539,1387
Kuronen2000,svsv_2,18,male,[a],short,halsa,5,611,1281
Kuronen2000,svsv_2,18,male,[ɵ],short,trust,1,486,1213
Kuronen2000,svsv_2,18,male,[ɵ],short,full,2,466,1217
Kuronen2000,svsv_2,18,male,[ɵ],short,stubben,3,429,1292
Kuronen2000,svsv_2,18,male,[ɵ],short,kuppar,4,407,1230
Kuronen2000,svsv_2,18,male,[ɵ],short,kubbar,5,392,1281
Kuronen2000,svsv_2,18,male,[ɔ],short,borgå,1,475,853
Kuronen2000,svsv_2,18,male,[ɔ],short,borga,2,463,972
Kuronen2000,svsv_2,18,male,[ɔ],short,spott,3,476,821
Kuronen2000,svsv_2,18,male,[ɔ],short,sport,4,494,918
Kuronen2000,svsv_2,18,male,[ɔ],short,pocka,5,502,946
Kuronen2000,svsv_2,18,male,[ʊ],short,bott,1,338,740
Kuronen2000,svsv_2,18,male,[ʊ],short,kossa,2,374,815
Kuronen2000,svsv_2,18,male,[ʊ],short,fogde,3,359,776
Kuronen2000,svsv_3,18,male,[ɪ],short,kicka,1,344,2321
Kuronen2000,svsv_3,18,male,[ɪ],short,riddare,2,355,2224
Kuronen2000,svsv_3,18,male,[ɪ],short,vitt,3,332,2041
Kuronen2000,svsv_3,18,male,[ɪ],short,vispa,4,312,2364
Kuronen2000,svsv_3,18,male,[ɪ],short,vilka,5,343,2275
Kuronen2000,svsv_3,18,male,[ʏ],short,sylten,1,367,1952
Kuronen2000,svsv_3,18,male,[ʏ],short,skylten,2,335,1845
Kuronen2000,svsv_3,18,male,[ʏ],short,styck,3,377,1931
Kuronen2000,svsv_3,18,male,[ʏ],short,fyll,4,366,1985
Kuronen2000,svsv_3,18,male,[ʏ],short,ryddare,5,352,1906
Kuronen2000,svsv_3,18,male,[ɛ],short,teknisk,1,471,1930
Kuronen2000,svsv_3,18,male,[ɛ],short,Helge,2,441,2057
Kuronen2000,svsv_3,18,male,[ɛ],short,vettigt,3,502,1988
Kuronen2000,svsv_3,18,male,[ɛ],short,kälkar,4,436,1991
Kuronen2000,svsv_3,18,male,[ɛ],short,skämta,5,484,1835
Kuronen2000,svsv_3,18,male,[ø],short,stöppla,1,485,1415
Kuronen2000,svsv_3,18,male,[ø],short,köld,2,490,1305
Kuronen2000,svsv_3,18,male,[ø],short,sköld,3,491,1271
Kuronen2000,svsv_3,18,male,[ø],short,föll,4,442,1409
Kuronen2000,svsv_3,18,male,[ø],short,tröst,5,449,1414
Kuronen2000,svsv_3,18,male,[œ],short,börja,1,431,1261
Kuronen2000,svsv_3,18,male,[œ],short,börjat,2,435,1241
Kuronen2000,svsv_3,18,male,[œ],short,först,3,499,1344
Kuronen2000,svsv_3,18,male,[œ],short,först,4,466,1264
Kuronen2000,svsv_3,18,male,[œ],short,börjat,5,480,1313
Kuronen2000,svsv_3,18,male,[a],short,packa,1,645,1238
Kuronen2000,svsv_3,18,male,[a],short,mamre,2,667,1270
Kuronen2000,svsv_3,18,male,[a],short,balkar,3,731,1238
Kuronen2000,svsv_3,18,male,[a],short,alfa,4,645,1418
Kuronen2000,svsv_3,18,male,[a],short,halsa,5,689,1271
Kuronen2000,svsv_3,18,male,[ɵ],short,trust,1,436,1317
Kuronen2000,svsv_3,18,male,[ɵ],short,full,2,420,1266
Kuronen2000,svsv_3,18,male,[ɵ],short,stubben,3,381,1326
Kuronen2000,svsv_3,18,male,[ɵ],short,kuppar,4,379,1231
