Talker,Age,L1,Vowel,Token,F0_gm,F0,SR,Duration,Quantity,Transcribed_vowel,Repetitions,F1_gm,F2_gm,F3_gm,height_gm,backness_gm
SW_001,30,Swedish,oe1,3,200.963042516009,178.658273695178,178.33842227818,0.231504601458624,long,intended,5,678.469875611263,1758.25087626639,2848.09615566919,1.33615708581964,0.952234693782455
SW_001,30,Swedish,oe1,4,200.963042516009,174.030905101945,178.33842227818,0.219999999999999,long,intended,5,590.534734756769,1692.51674663691,2757.69581919629,1.19734546256678,1.05294344282623
SW_001,30,Swedish,oe1,5,200.963042516009,166.041432027807,178.33842227818,0.27715636596119,long,intended,5,614.953983102902,1799.85690883621,2758.18126998087,1.23786444682405,1.07391500484924
SW_001,30,Swedish,oeh1,1,200.963042516009,194.788828027803,178.33842227818,0.0822782976196947,short,intended,5,603.842038848645,1949.77593498963,2950.85170668418,1.21962964468607,1.17215710117603
SW_001,30,Swedish,oeh1,2,200.963042516009,180.931369734112,178.33842227818,0.0943617809594741,short,intended,5,575.52634622127,1812.12777320923,2864.28031517153,1.17160201286081,1.1469719923121
SW_001,30,Swedish,oeh1,3,200.963042516009,190.324653786964,178.33842227818,0.0889245048275882,short,intended,5,557.902120583903,1882.30955760218,2834.69236720894,1.14050054189494,1.21607125408119
SW_001,30,Swedish,oeh1,4,200.963042516009,184.402009748128,178.33842227818,0.0991542824891667,short,intended,5,523.830464257257,1779.95144302077,2834.75126956042,1.07748509651634,1.22317327323582
SW_001,30,Swedish,oeh1,5,200.963042516009,195.102956039047,178.33842227818,0.0924252306730011,short,intended,5,468.069664415509,1707.18037609564,2741.31131674092,0.964934146468372,1.29398124526364
SW_001,30,Swedish,9:,1,200.963042516009,215.289493395438,178.33842227818,0.225194234991051,long,intended,5,642.890096405315,978.35612200107,2872.66279637581,1.28229079250415,0.419899950215714
SW_001,30,Swedish,9:,2,200.963042516009,172.605494066283,178.33842227818,0.279582567018565,long,intended,5,563.578165539756,1039.464472051,2959.54021100588,1.15062304425608,0.612154890576718
SW_001,30,Swedish,9:,3,200.963042516009,196.665565930839,178.33842227818,0.2004714795344,long,intended,5,683.326908608287,942.738467477063,2954.02366018855,1.34329038742342,0.321815521826335
SW_001,30,Swedish,9:,4,200.963042516009,204.103503455651,178.33842227818,0.240571046039236,long,intended,5,589.757716708677,1028.70379450599,2945.46078758656,1.19602880895372,0.556343033858349
SW_001,30,Swedish,9:,5,200.963042516009,208.562053290696,178.33842227818,0.237041681599834,long,intended,5,558.582985075621,996.796918913624,3055.61607854622,1.14172019914369,0.579143863947138
SW_001,30,Swedish,9,1,200.963042516009,202.748069123686,178.33842227818,0.131165882700373,short,intended,5,697.106632182721,1641.27963442828,2916.33746627857,1.36325539244875,0.856293095056311
SW_001,30,Swedish,9,2,200.963042516009,216.29429075355,178.33842227818,0.1479186837133,short,intended,5,616.842143595802,1449.22262946454,2958.3507294287,1.24093015214785,0.8541694279336
SW_001,30,Swedish,9,3,200.963042516009,220.946452559684,178.33842227818,0.159297043998947,short,intended,5,574.135538601761,1665.92509763955,2858.10954987005,1.16918250445342,1.06527036390255
SW_001,30,Swedish,9,4,200.963042516009,224.002942670576,178.33842227818,0.139791283509254,short,intended,5,515.181627814633,1638.29026551452,2556.80722152393,1.06083651989654,1.15688894213087
SW_001,30,Swedish,9,5,200.963042516009,195.546486326151,178.33842227818,0.128412923223635,short,intended,5,576.832809978768,1732.08453217937,2812.95690513298,1.17386947315776,1.09952842692175
SW_001,30,Swedish,aa1,1,200.963042516009,212.712604747229,178.33842227818,0.16,long,intended,5,739.967866963734,976.244440282068,3213.86478208731,1.42292376827335,0.277106243930698
SW_001,30,Swedish,aa1,2,200.963042516009,171.065224522044,178.33842227818,0.21,long,intended,5,649.879717158634,885.52324124449,2940.01600821543,1.29310430128047,0.30939140810261
SW_001,30,Swedish,aa1,3,200.963042516009,196.501308775906,178.33842227818,0.21,long,intended,5,645.976286482732,916.12161739878,2963.16127045839,1.2870798009177,0.349386331069194
SW_001,30,Swedish,aa1,4,200.963042516009,196.69134576582,178.33842227818,0.246617246837464,long,intended,5,692.483924058535,932.376487826614,3105.76359361925,1.35660202947605,0.29745166657635
SW_001,30,Swedish,aa1,5,200.963042516009,195.771524327045,178.33842227818,0.221120599199491,long,intended,5,688.548946272659,981.44250892379,3017.28469073831,1.35090341285485,0.354437030477715
SW_001,30,Swedish,ah1,1,200.963042516009,213.855622161634,178.33842227818,0.0937980702234267,short,intended,5,701.572871149912,1550.67393949885,3081.24196441393,1.36964177923216,0.793120141899744
SW_001,30,Swedish,ah1,2,200.963042516009,196.221984573665,178.33842227818,0.0899999999999999,short,intended,5,659.791788417794,1598.19994136883,2789.0609411527,1.30824131919435,0.884708925100176
SW_001,30,Swedish,ah1,3,200.963042516009,197.546060734193,178.33842227818,0.0899999999999999,short,intended,5,738.583284149849,1575.63330394083,2760.33101226157,1.42105087639867,0.757678697821568
SW_001,30,Swedish,ah1,4,200.963042516009,213.13001574765,178.33842227818,0.0985312057864824,short,intended,5,767.236987967707,1695.27970467742,2997.82525414867,1.45911274008375,0.792807289665639
SW_001,30,Swedish,ah1,5,200.963042516009,221.759440754748,178.33842227818,0.100000000000001,short,intended,5,674.248811589074,1644.01862973009,3286.51551708049,1.32991620549102,0.891299708053428
SW_001,30,Swedish,oa1,1,200.963042516009,194.938081812864,178.33842227818,0.253879103992972,long,intended,5,423.948012947667,693.075780835257,2576.66852886442,0.865927842782059,0.491528508323918
SW_001,30,Swedish,oa1,2,200.963042516009,204.834314390762,178.33842227818,0.219999999999999,long,intended,5,455.302263086937,720.500991637355,2701.51442988314,0.937278518908472,0.458985278888409
SW_001,30,Swedish,oa1,3,200.963042516009,189.797405831379,178.33842227818,0.230000000000018,long,intended,5,445.984785045068,687.457065857088,2803.86429168888,0.916601843229357,0.432714540738815
SW_001,30,Swedish,oa1,4,200.963042516009,188.39394701302,178.33842227818,0.258451326488085,long,intended,5,411.30922314504,679.073932774851,2622.61458312946,0.835662305398914,0.501384707065783
SW_001,30,Swedish,oa1,5,200.963042516009,215.653216025589,178.33842227818,0.235694605916819,long,intended,5,430.607722474548,776.641066210193,2691.73372346712,0.881514525028015,0.589780776399164
SW_001,30,Swedish,oah1,1,200.963042516009,219.318396697227,178.33842227818,0.115241604431105,short,intended,5,442.921198080708,921.599062391623,3257.97309063223,0.909708877825777,0.732718400785056
SW_001,30,Swedish,oah1,2,200.963042516009,221.478020423106,178.33842227818,0.112621116907292,short,intended,5,454.123566657435,885.372591067689,3080.70227000635,0.934686340303114,0.667639229002365
SW_001,30,Swedish,oah1,3,200.963042516009,224.97148007231,178.33842227818,0.0974116376491168,short,intended,5,453.378280909421,916.603501405244,2949.57929728303,0.933043840251868,0.703948157848413
SW_001,30,Swedish,oah1,4,200.963042516009,196.213696989172,178.33842227818,0.110000000000014,short,intended,5,457.698896095354,927.254978399191,3119.9072563226,0.942528541844644,0.706017049544034
SW_001,30,Swedish,oah1,5,200.963042516009,205.490439980013,178.33842227818,0.114252525664426,short,intended,5,438.049343445338,877.316333745356,3100.79811910385,0.898648566339024,0.694536066860208
SW_001,30,Swedish,oo1,1,200.963042516009,240.343859742963,178.33842227818,0.185995108113787,long,intended,5,438.770880469867,703.247483648626,2651.23728091912,0.900294370502105,0.471731504726661
SW_001,30,Swedish,oo1,2,200.963042516009,192.399207076192,178.33842227818,0.149999999999991,long,intended,5,378.940703631854,766.648432299792,2536.42859974352,0.753696744084802,0.704648590964618
SW_001,30,Swedish,oo1,3,200.963042516009,195.156085860237,178.33842227818,0.200000000000003,long,intended,5,403.880327597277,641.373462063736,2644.00762789753,0.817435621300993,0.462493296124454
SW_001,30,Swedish,oo1,4,200.963042516009,184.395508825181,178.33842227818,0.195974921882183,long,intended,5,370.508154380304,730.822065925396,2614.08354819004,0.731192459657497,0.679294564635966
SW_001,30,Swedish,oo1,5,200.963042516009,178.83963876281,178.33842227818,0.209999999999994,long,intended,5,357.956247221677,797.690407907933,2465.86211036523,0.69672777050724,0.801309797691415
SW_001,30,Swedish,oh1,1,200.963042516009,203.926266830822,178.33842227818,0.0900000000000034,short,unidentifiable,5,445.746172720146,895.048016633269,3245.78814908508,0.91606667658848,0.697127696156772
SW_001,30,Swedish,oh1,2,200.963042516009,231.866169773127,178.33842227818,0.109999999999999,short,intended,5,432.363286526855,820.486733304375,2746.89681610837,0.885583181925617,0.640631565475798
SW_001,30,Swedish,oh1,3,200.963042516009,233.148465267895,178.33842227818,0.110532642774785,short,intended,5,427.736095610103,736.676886411093,2829.584307745,0.874823412404537,0.543642972339082
SW_001,30,Swedish,oh1,4,200.963042516009,208.897065495015,178.33842227818,0.110943229973103,short,intended,5,412.708848125934,779.207153933515,2752.4344403277,0.839059382175937,0.63553455727634
SW_001,30,Swedish,oh1,5,200.963042516009,199.490763541339,178.33842227818,0.110368826366596,short,intended,5,395.113080392871,754.492270182202,2732.86392280684,0.79548900944652,0.646873029794822
SW_002,29,Swedish,ii1,1,201.318480093223,210.423498989109,178.443501039051,0.208657555327548,long,intended,10,359.712420734084,2010.15043704806,2105.02475523432,0.701032850593422,1.72065996163474
SW_002,29,Swedish,ii1,2,201.318480093223,220.628530581248,178.443501039051,0.189999999999998,long,intended,10,418.153055802914,1769.28484156913,2014.92704142635,0.851575497384879,1.44248317189709
SW_002,29,Swedish,ii1,3,201.318480093223,193.35866991835,178.443501039051,0.293003302067959,long,intended,10,398.339245537683,1873.34239787621,2542.29056227424,0.803031987614588,1.5481754749905
SW_002,29,Swedish,ii1,4,201.318480093223,202.584024731266,178.443501039051,0.240571046039221,long,intended,10,403.204394037617,1928.45921960351,2386.415094227,0.815171584281749,1.5650330166422
SW_002,29,Swedish,ii1,5,201.318480093223,208.435534049829,178.443501039051,0.289335447263397,long,intended,10,412.24358890055,1943.03378456722,2671.03175314594,0.837342379507585,1.55039142722887
SW_002,29,Swedish,ii1,6,201.318480093223,198.306457687291,178.443501039051,0.258040718251209,long,intended,10,407.720433205831,1705.86323312748,2339.43072195331,0.826309696481034,1.43124482987511
SW_002,29,Swedish,ii1,7,201.318480093223,207.318706672443,178.443501039051,0.253574886365655,long,intended,10,408.896921984493,1758.17604602436,2316.57493345566,0.829191069464718,1.45856911338555
SW_002,29,Swedish,ii1,8,201.318480093223,196.254233184492,178.443501039051,0.260076806528886,long,intended,10,399.238385130519,1831.79352715831,2001.16326616335,0.805286664624488,1.52349214041508
SW_002,29,Swedish,ii1,9,201.318480093223,196.865785069162,178.443501039051,0.266578726692117,long,intended,10,400.591011982819,1845.93970043587,2373.35725328311,0.808668956264865,1.52780276295165
SW_002,29,Swedish,ii1,10,201.318480093223,201.881080592218,178.443501039051,0.2600768065289,long,intended,10,406.153197883265,1901.10493786062,2458.32057167632,0.822458392789964,1.54346011924773
SW_002,29,Swedish,ih1,1,201.318480093223,236.007068528429,178.443501039051,0.136540323427667,short,intended,10,434.759392943667,1797.04590209451,2756.85598558653,0.890520728065055,1.41910667180199
SW_002,29,Swedish,ih1,2,201.318480093223,232.958419983302,178.443501039051,0.126067437428389,short,intended,10,433.176365319845,1691.51406922034,2724.91334560534,0.886872924954915,1.36223435050444
SW_002,29,Swedish,ih1,3,201.318480093223,225.969562391155,178.443501039051,0.156046083917332,short,intended,10,423.679143901163,2162.21026008746,2848.29043738158,0.864704402353732,1.6299098133743
SW_002,29,Swedish,ih1,4,201.318480093223,222.421454562186,178.443501039051,0.139846096037559,short,intended,10,415.661176659103,2365.7918173099,3103.91817958811,0.845598418881248,1.73899760215635
SW_002,29,Swedish,ih1,5,201.318480093223,230.16416437857,178.443501039051,0.124802572264116,short,intended,10,431.912136115733,2673.43050259067,3231.17910425339,0.883950148610067,1.82289558019754
SW_002,29,Swedish,ih1,6,201.318480093223,243.458981431328,178.443501039051,0.146716804899796,short,intended,10,425.774958378329,2876.85116397266,3253.94428110765,0.869638909643026,1.91054068917877
SW_002,29,Swedish,ih1,7,201.318480093223,211.168281519441,178.443501039051,0.129234145049026,short,intended,10,404.242457641118,2134.68633085131,2821.90410122706,0.817742810296805,1.66406015661164
SW_002,29,Swedish,ih1,8,201.318480093223,215.134609975304,178.443501039051,0.153472303968755,short,intended,10,414.796685129282,2762.1683288038,2970.40386603842,0.84351645450505,1.89598279181468
SW_002,29,Swedish,ih1,9,201.318480093223,224.905419291096,178.443501039051,0.129564530483663,short,intended,10,410.552405211083,1755.05028297272,2895.2545050156,0.833231552320372,1.45274920410888
SW_002,29,Swedish,ih1,10,201.318480093223,228.766793459452,178.443501039051,0.13937519188687,short,intended,10,420.722106363812,1848.46364526359,2807.69134401227,0.857700505511015,1.48013757519027
SW_002,29,Swedish,yy1,1,201.318480093223,177.128973037963,178.443501039051,0.360287452338753,long,intended,10,344.230067188219,1917.25739358225,3520.96385609734,0.657038203465336,1.71734076919292
SW_002,29,Swedish,yy1,2,201.318480093223,173.484663820071,178.443501039051,0.316448804729646,long,intended,10,364.939428869141,1874.58561859108,3500.34955028674,0.715459361181041,1.63641151905374
SW_002,29,Swedish,yy1,3,201.318480093223,178.130279622294,178.443501039051,0.295443684220686,long,intended,10,368.377156217294,1816.78707042332,3472.27906674196,0.724835264035406,1.59571757972799
SW_002,29,Swedish,yy1,4,201.318480093223,177.330525024332,178.443501039051,0.291736946573451,long,intended,10,371.781916629311,1842.15555619538,3439.50853170412,0.734035406417076,1.60038422612319
SW_002,29,Swedish,yy1,5,201.318480093223,177.513360202122,178.443501039051,0.298566809608815,long,intended,10,366.947784426755,1791.48672758848,3459.83409831993,0.720947530839153,1.58558156700487
SW_002,29,Swedish,yy1,6,201.318480093223,184.595682512414,178.443501039051,0.263327766610473,long,intended,10,370.402826445177,1843.05841111888,3480.60519614922,0.730319103207641,1.60459051713229
SW_002,29,Swedish,yy1,7,201.318480093223,194.222244180849,178.443501039051,0.300023925816163,long,intended,10,382.617704615436,1854.28360504823,3462.16739397182,0.762764300087138,1.57821737329495
SW_002,29,Swedish,yy1,8,201.318480093223,206.443868311881,178.443501039051,0.235853671270092,long,intended,10,402.9100924289,1941.87075387343,3367.69847193571,0.814441411020422,1.57269365218603
SW_002,29,Swedish,yy1,9,201.318480093223,190.876647123257,178.443501039051,0.261939889132918,long,intended,10,384.737820903268,1883.48044018086,3392.31875554274,0.768290087318785,1.58831452460694
SW_002,29,Swedish,yy1,10,201.318480093223,198.540814905822,178.443501039051,0.26332776661053,long,intended,10,393.431162952072,1880.61536921194,3352.92519550747,0.790634086908957,1.56444820907833
SW_002,29,Swedish,yh1,1,201.318480093223,247.183702198835,178.443501039051,0.117034562937988,short,intended,10,445.717044168368,2288.30402243023,2749.73437150253,0.915412290241568,1.63588190004027
SW_002,29,Swedish,yh1,2,201.318480093223,217.89878079629,178.443501039051,0.149544163754115,short,intended,10,424.576710733957,2267.60883322589,2774.3332954149,0.866820667541588,1.67538847998162
SW_002,29,Swedish,yh1,3,201.318480093223,229.906872741631,178.443501039051,0.120285523019561,short,intended,10,445.701071627575,2217.2352583645,2723.37358215284,0.915376453992534,1.6043678353029
SW_002,29,Swedish,yh1,4,201.318480093223,222.170214983784,178.443501039051,0.12678744318282,short,intended,10,423.821084624978,2282.87528449686,2597.97056231093,0.865039365626577,1.68387962118102
SW_002,29,Swedish,yh1,5,201.318480093223,215.982691629606,178.443501039051,0.143042243590912,short,intended,10,426.945186436383,2194.88569809746,2710.54167949422,0.872383605660391,1.63722961440651
SW_002,29,Swedish,yh1,6,201.318480093223,223.666085771563,178.443501039051,0.13844111722625,short,intended,10,421.439442331785,2175.33240341571,2850.90478620566,0.85940406498263,1.64126066569283
SW_002,29,Swedish,yh1,7,201.318480093223,222.05614385524,178.443501039051,0.139791283509282,short,intended,10,409.510996483093,2152.87758304964,2778.35717058334,0.83069172604436,1.65959688059808
SW_002,29,Swedish,yh1,8,201.318480093223,210.682066670951,178.443501039051,0.159297043998947,short,intended,10,413.767539281198,2200.00060993408,2771.82069575329,0.841032286477975,1.67090859978437
SW_002,29,Swedish,yh1,9,201.318480093223,219.967677412055,178.443501039051,0.137526943049579,short,intended,10,412.281305321656,2185.58769234151,2807.42944978564,0.83743386594152,1.667934141843
