Talker,Vowel,Token,Trial,Location,Quantity,F0,F1,F2,F3,outlier_source
ref_yw_1,oa1,1,22,80,long,221.46347873035,566.063289996304,905.193935612125,2786.61831345321,F1_univariate
ref_yw_1,ii1,3,33,80,long,204.576591922067,287.80981082154,2157.89562507309,3288.78461870682,F1_univariate
ref_yw_1,ih1,3,45,80,short,209.143640670188,342.465121493322,2735.62605953424,3129.42875044594,F1_univariate
ref_yw_1,ah1,2,53,80,short,201.731301197879,655.021558487394,1189.98031257048,2554.22905857243,F1_univariate
ref_yw_1,eh1,1,55,80,short,208.519784588841,995.220318738948,2041.23904350938,2640.00699779106,F1_univariate
ref_yw_1,oeh1,1,73,80,short,170.185739150622,828.67001403148,1955.61661900039,2674.08107711819,F1_univariate
ref_yw_2,ae1,3,117,65,long,89.5578898132858,1935.34525997408,2970.92264049462,4481.68427631081,F1_univariate
ref_yw_2,ih1,2,119,65,short,191.577094676975,322.204578076156,2712.90691101878,3234.37340033005,F1_univariate
ref_yw_2,yh1,7,151,80,short,181.080004311627,1952.71275771001,2331,2833,F1_univariate
ref_yw_2,eh1,2,131,65,short,177.850243073791,985.438094572816,2238.88090369819,2819.39904365966,F1_univariate
ref_yw_2,uh1,1,136,80,short,197.610685665222,379.439014474863,1469.84070244597,2794.47384498985,F1_univariate
ref_yw_2,9,3,147,65,short,84.8899667600556,436.103720240132,895.299973928168,2706.12182268767,F1_univariate
ref_yw_2,oh1,3,162,80,short,171.288154231646,1414.71436811573,2303.66201398675,3981.50463047418,F1_univariate
ref_yw_3,{:,1,163,20,long,192.662149863748,324.581230412581,1021.42313505888,1950.44562905894,F1_univariate
ref_yw_3,oe1,9,198,65,long,198.02306028706,372.28727560628,772.205265581798,1631.29705481754,F1_univariate
ref_yw_3,ae1,6,204,50,long,223.154711110844,335.541344951599,1891.03059659979,3002,F1_univariate
ref_yw_3,oo1,3,174,80,long,229.789197116655,320.316386655592,995.159106218792,3030.57813243821,F1_univariate
ref_yw_3,ii1,1,193,80,long,240.07170436514,308.759685459638,1702.08649888593,3253.66086603968,F1_univariate
ref_yw_3,oah1,7,244,80,short,194.369797398996,466.376293870283,898.187799859298,2524.14365651241,F1_univariate
ref_yw_3,eh1,3,219,80,short,280.968403297841,884.636206515466,1870.18600599208,2968.1427567873,F1_univariate
ref_yw_3,oh1,3,249,80,short,262.004390692774,309.067496409545,1005.54448396007,2608.07601591855,F1_univariate
ref_yw_4,oe1,6,261,80,long,215.771453292398,600.205704565449,1548.95498875841,2774.11604112634,F1_univariate
ref_yw_4,oe1,8,281,80,long,250.526858762472,610.515859970178,1644.24202807214,2708.10356495934,F1_univariate
ref_yw_4,yy1,3,267,80,long,217.311270652265,284.710012338162,2518.0233865731,3441.60946724764,F1_univariate
ref_yw_4,ee1,1,271,80,long,228.743345619496,632.335615741213,1989.81849487143,2910.66176179091,F1_univariate
ref_yw_4,ae1,2,287,65,long,213.852128031238,842.308440735392,1821.95299110089,2647.94573492459,F1_univariate
ref_yw_4,eh1,2,302,80,short,240.033636624702,881.408781177097,1994.41508690927,2890.89165055007,F1_univariate
ref_yw_4,9,1,316,20,short,236.109394655613,529.076244740375,1609.60717965326,2784.84489432804,F1_univariate
ref_yw_4,oeh1,1,319,20,short,255.503481089506,563.545640992614,1750.16567613477,2690.40846913423,F1_univariate
ref_yw_4,yh1,2,323,80,short,208.999930175913,372.595516249615,2280.29521395784,2694.37228969656,F1_univariate
ref_ym_1,{:,3,3,80,long,95.3812074021173,592.085292623139,1387.17035335122,2331.69860672437,F1_univariate
ref_ym_1,oe1,7,34,80,long,101.660897586763,524.760357629134,1076.28612287261,1998.55617537714,F1_univariate
ref_ym_1,ae1,5,41,80,long,105.605790144442,506.460150844413,1458.51724394459,2168.4649700764,F1_univariate
ref_ym_1,ih1,5,59,80,short,111.977214987663,329.977773353503,2282.35206926514,2795.51389387772,F1_univariate
ref_ym_1,oah1,6,81,80,short,108.204251631071,580.697990242647,673.66862870449,2185.98121445615,F1_univariate
ref_ym_1,eh1,1,55,80,short,118.301029432182,725.571282621229,1535.15401861766,2515.93384430565,F1_univariate
ref_ym_2,oe1,5,101,35,long,106.929442797094,428.942307125202,1486.96673552134,2419.21697565864,F1_univariate
ref_ym_2,ae1,3,93,50,long,110.854706327273,512.62830857114,1660.24454831058,2564.4577077084,F1_univariate
ref_ym_2,oo1,2,98,20,long,112.19330096778,166.166197234035,690.093108492154,2448.65379676477,F1_univariate
ref_ym_2,ih1,2,131,20,short,107.067110194777,190.818348867568,1893.55820575036,2584.6516235738,F1_univariate
ref_ym_2,oah1,4,151,35,short,111.516542971098,307.801094325873,791.025591486531,2559.22370466058,F1_univariate
ref_ym_2,oah1,5,152,20,short,108.129469227869,307.620870195059,816.744905939026,2439.38510504238,F1_univariate
ref_ym_2,yh1,2,137,35,short,97.6747344647434,255.985017216506,1791.80751263289,2632.68420876282,F1_univariate
ref_ym_2,yh1,3,138,80,short,87.8881517592009,385.43529876788,1931.11005717807,2581.01061549156,F1_univariate
ref_ym_2,eh1,2,143,80,short,127.935393205296,329.009485132536,1583.70817832074,2048.4200748028,F1_univariate
ref_ym_2,oeh1,1,160,80,short,140.638731321674,310.020764254782,1089.25655876097,2559.13673251747,F1_univariate
ref_ym_3,oe1,1,178,80,long,207.795682687019,626.827480505188,1412.39728590196,2489.61482783298,F1_univariate
ref_ym_3,oo1,1,184,80,long,211.733700180968,286.543034453965,668.13093692826,2254.5656029838,F1_univariate
ref_ym_3,ee1,2,200,80,long,160.902326694466,577.056844516675,1879.22659429655,2614.96950763791,F1_univariate
ref_ym_3,yh1,3,225,50,short,165.280584329045,462.380693713106,1804.58836592243,2353.32268415918,F1_univariate
ref_ym_3,ah1,3,228,65,short,175.847563193248,576.669590410785,1231.14183940301,2243.24540911498,F1_univariate
ref_ym_3,eh1,1,229,80,short,198.199649374928,622.638824343667,2042,2576,F1_univariate
ref_ym_4,oe1,1,265,80,long,93.7226846409198,617.333625527953,1454.37020120505,2394.44519178036,F1_univariate
ref_ym_4,oo1,2,269,80,long,99.6954891346868,148.294173613898,744.240580668408,3355.69618097538,F1_univariate
ref_ym_4,ee1,2,284,80,long,88.6116667542876,529.405547547038,1955.74573355451,2765.73434906426,F1_univariate
ref_ym_4,ee1,4,301,80,long,94.7318168465824,540.492832553374,1780.06078607998,2409.9386160199,F1_univariate
ref_ym_4,ae1,2,299,80,long,81.7326260402066,664.273331145963,1748.96955422088,2502.36043979057,F1_univariate
ref_ym_4,oah1,7,349,65,short,89.8517243720995,626.947439613819,792.665118175712,2743.51663090782,F1_univariate
ref_ym_4,oah1,7,349,80,short,89.8517243720995,627.975122322312,767.439595065447,2683.22332189305,F1_univariate
ref_ym_4,ah1,4,357,80,short,98.9180601614928,641.270863660295,1177.68122922229,2104.09403811209,F1_univariate
ref_ym_4,ah1,6,359,80,short,114.827015626368,821.450289036812,1283.50073560588,2444.21109333093,F1_univariate
ref_ym_4,eh1,8,368,80,short,87.7456133021344,476.090606918899,2099.1366802159,2520.81161269278,F1_univariate
ref_ym_4,oeh1,3,333,80,short,88.3137965419105,466.418366324119,1591.98080490989,2466.21070719452,F1_univariate
ref_yw_1,9:,3,30,80,long,190.010551039917,575.972384316835,1506.3179708098,2847.52601936992,F2_univariate
ref_yw_1,ii1,1,31,65,long,214.273459683726,394.27545756609,1474.22297678793,2272.73766093149,F2_univariate
ref_yw_1,oah1,1,46,20,short,251.262205826304,576.393801206188,1388.99104793286,2834.37921595439,F2_univariate
ref_yw_1,oah1,2,47,20,short,220.392477325593,629.166213725507,1468.86800296793,2771.43502059333,F2_univariate
ref_yw_1,oah1,3,48,20,short,216.35094715368,616.97664384289,1432.80284278555,2884.24072907671,F2_univariate
ref_yw_1,eh1,2,56,80,short,232.489201349143,659.434431095628,1880.13740657838,2355.47879446052,F2_univariate
ref_yw_1,oh1,2,86,20,short,217.33416362984,480.844537047451,1337.74133844558,3002.91939634799,F2_univariate
ref_yw_2,9:,3,105,65,long,125.924722282221,542.11714620117,1023.8704569681,2824.50940668308,F2_univariate
ref_yw_2,oe1,1,109,65,long,137.530348494555,665.83253713277,1265.38497698486,2652.63703944875,F2_univariate
ref_yw_2,aa1,1,112,80,long,183.890975383551,700.641876819329,2244.23627707943,3329.85060182942,F2_univariate
ref_yw_2,ae1,3,117,65,long,89.5578898132858,1935.34525997408,2970.92264049462,4481.68427631081,F2_univariate
ref_yw_2,oah1,1,121,20,short,190.582572920935,578.244700969382,1347.82276435937,2463.88583128355,F2_univariate
ref_yw_2,oah1,3,123,20,short,186.695689429351,584.036060923213,1314.42367337189,2546.00442517633,F2_univariate
ref_yw_2,oah1,7,157,80,short,191.802020530382,464.804768693393,1297.92453375521,2853.9443152488,F2_univariate
ref_yw_2,yh1,6,144,50,short,175.535491015141,387.594254540687,2552.75025839645,2978,F2_univariate
ref_yw_2,ah1,1,127,50,short,191.785462372085,899.676174890343,1546.17515483147,2679.08980925253,F2_univariate
ref_yw_2,9,3,147,65,short,84.8899667600556,436.103720240132,895.299973928168,2706.12182268767,F2_univariate
ref_yw_2,oeh1,2,149,50,short,156.11594651215,741.114303751123,2175.41870876205,2645.10463983742,F2_univariate
ref_yw_3,{:,1,163,50,long,192.662149863748,851.816300597624,889.033027593239,1716.11890641256,F2_univariate
ref_yw_3,oe1,9,198,65,long,198.02306028706,372.28727560628,772.205265581798,1631.29705481754,F2_univariate
ref_yw_3,ae1,5,203,20,long,192.505331743016,804.655954481294,1343.10668668462,1846.54704731355,F2_univariate
ref_yw_3,aa1,2,200,65,long,201.439358970255,744.802229994251,989.615640209091,1690.42669710376,F2_univariate
ref_yw_3,ih1,4,220,35,short,249.160327148455,412.954822137262,1189.84850005681,2589.01304973613,F2_univariate
ref_yw_3,yh1,1,211,50,short,299.291088159679,336.616983958353,1852.80075119038,2583.68417759741,F2_univariate
ref_yw_3,yh1,1,211,65,short,299.291088159679,330.268390780535,1867.99455056018,2584.91889284965,F2_univariate
ref_yw_3,eh1,4,241,20,short,238.067363186132,591.16336859335,892.431117472008,2033.91707541007,F2_univariate
ref_yw_3,oeh1,2,236,65,short,235.083158818743,433.957762902281,1065.59953308702,2191.20239129472,F2_univariate
ref_yw_4,{:,1,250,80,long,216.327127030321,848.587093953375,1487.19713797809,1841.37775749514,F2_univariate
ref_yw_4,oe1,4,259,80,long,235.897451599497,663.04826059245,1506.70530481558,2636.92582565149,F2_univariate
ref_yw_4,oe1,8,281,35,long,250.526858762472,741.882581614839,1823.94978219409,2745.68111741596,F2_univariate
ref_yw_4,uu1,1,262,20,long,248.888084317769,413.547114321411,2051.47980402059,2624.99006188552,F2_univariate
ref_yw_4,yy1,1,265,20,long,219.20142997473,360.995661113079,2216.28301318491,3192.53154346864,F2_univariate
ref_yw_4,ee1,1,271,80,long,228.743345619496,632.335615741213,1989.81849487143,2910.66176179091,F2_univariate
ref_yw_4,ae1,1,286,35,long,226.693109599581,758.217254901637,1917.38469085007,1970.03193135294,F2_univariate
ref_yw_4,ih1,1,292,50,short,244.03803648964,428.671793465459,1661.2212137985,2693.43948355129,F2_univariate
ref_yw_4,oah1,9,339,20,short,236.094942136448,692.635802670951,1628.32782573048,2720.26426984884,F2_univariate
ref_yw_4,eh1,4,325,65,short,243.140739808553,703.50736320944,1729.36806554972,2346.93011323661,F2_univariate
ref_yw_4,{,2,305,80,short,244.756572377022,739.837686475431,1405.68694345681,2184.23391507294,F2_univariate
ref_ym_1,{:,2,2,65,long,98.9456856883068,632.606078324125,1317.4217993112,2169.84430919975,F2_univariate
ref_ym_1,yy1,3,21,50,long,99.228130276087,377.052714945934,1448.06975712088,1878.79888249565,F2_univariate
ref_ym_1,ii1,3,33,80,long,104.491750542485,365.557560823225,1551.56898623228,2792.39514706249,F2_univariate
ref_ym_1,aa1,3,39,20,long,96.08836942417,553.942611162728,944.269910171782,2158.24978972838,F2_univariate
ref_ym_1,yh1,4,64,80,short,90.7517551873954,383.301735282509,1042.32115936954,2152.7950841428,F2_univariate
ref_ym_2,{:,1,85,80,long,95.0769233594949,564.4973873073,1302.40846874095,2446.06769425822,F2_univariate
ref_ym_2,oe1,3,90,65,long,122.498540876718,519.790545813929,913.563133061628,2388.11477017739,F2_univariate
ref_ym_2,oe1,7,121,80,long,113.435061836979,536.543004709692,744.947714142963,2455.84720517705,F2_univariate
ref_ym_2,ae1,4,94,80,long,118.03082258321,587.080856885945,951.235369599059,1973.33778009257,F2_univariate
ref_ym_2,ae1,5,95,80,long,114.625311354026,589.447231632819,1018.47885347607,2352.56321373289,F2_univariate
ref_ym_2,ee1,1,112,80,long,83.6377801575619,463.619338777747,1578.5984148723,2283.74861193821,F2_univariate
ref_ym_2,ii1,1,118,35,long,114.995825508142,233.273548792515,2506.12345989227,2936.04765873736,F2_univariate
ref_ym_2,oah1,8,170,20,short,94.5934296485226,526.069550048314,1093.8758868797,2540.27633372533,F2_univariate
ref_ym_2,eh1,3,144,80,short,123.425665497832,461.489827149025,1336.21996517404,2257.82845932929,F2_univariate
ref_ym_3,{:,1,175,20,long,192.749824418935,660.872277095599,1264.5478717479,2079.2288464654,F2_univariate
ref_ym_3,oe1,3,180,80,long,157.359794175824,572.213120114452,1180.34549102914,2656.04656878398,F2_univariate
ref_ym_3,ae1,3,183,35,long,160.564198669351,634.413457913996,1052.04145284195,1854.96247179446,F2_univariate
ref_ym_3,ih1,2,218,50,short,176.740470206338,403.395847730404,1752.78110201028,2380.2346596145,F2_univariate
ref_ym_3,oah1,2,221,20,short,161.586011898875,553.696543665311,1225.30843867156,2645.25101447794,F2_univariate
ref_ym_3,oah1,3,222,20,short,177.136897704529,519.040553276702,1188.54219621147,2643.87597488972,F2_univariate
ref_ym_3,yh1,7,251,65,short,210.712795167525,426.838893529025,2074.8599502018,2593.42996870482,F2_univariate
ref_ym_3,eh1,4,254,35,short,189.034236291136,545.728977376498,1138.56008452393,1860.40477077602,F2_univariate
ref_ym_3,eh1,5,255,35,short,168.052932926735,538.84133376502,1149.82103562219,1723.9272762061,F2_univariate
ref_ym_3,uh1,3,237,20,short,190.84966721678,495.903779908723,1578.16673887133,2277.87631261932,F2_univariate
ref_ym_4,uu1,2,275,80,long,91.1432568575114,296.68595315621,1613.80835491923,2379.16083618633,F2_univariate
ref_ym_4,ee1,4,301,80,long,94.7318168465824,540.492832553374,1780.06078607998,2409.9386160199,F2_univariate
ref_ym_4,ee1,5,302,80,long,89.9772065310505,513.896455290352,1819.5404520335,2274.40151758817,F2_univariate
ref_ym_4,ae1,2,299,80,long,81.7326260402066,664.273331145963,1748.96955422088,2502.36043979057,F2_univariate
ref_yw_1,oe1,6,15,20,long,213.667802750438,635.214153235599,1867.85162381765,1938.89681439984,F3_univariate
ref_yw_1,ae1,1,7,35,long,254.288288296348,686.855186006584,2325.08648588721,2453.64408769387,F3_univariate
ref_yw_1,ae1,4,40,20,long,232.1579822728,679.283555788035,2076.07118461823,2312.41498457097,F3_univariate
ref_yw_1,oo1,2,11,65,long,220.136491079759,487.084515960049,605.726429736601,2018.30414532561,F3_univariate
ref_yw_1,aa1,2,38,50,long,213.465599815627,770.854951600677,940.572383133952,2051.16134481123,F3_univariate
ref_yw_1,ih1,2,44,80,short,201.013735383537,371.650814892889,2755.80220664269,3474.36663071539,F3_univariate
ref_yw_1,oah1,6,66,20,short,164.625515175003,604.959850568413,990.156741461789,2443.95370587563,F3_univariate
ref_yw_1,oah1,6,66,35,short,164.625515175003,540.366455763145,830.930347933118,2427.47265538676,F3_univariate
ref_yw_1,oah1,6,66,50,short,164.625515175003,508.317903115594,831.620415456273,2445.28174737339,F3_univariate
ref_yw_1,yh1,1,49,50,short,240.32976688885,478.37547122345,2189.77818356333,2212.03161638511,F3_univariate
ref_yw_1,ah1,1,52,50,short,210.188370271534,840.810693497992,1324.19727374795,2326.4068043958,F3_univariate
ref_yw_1,eh1,2,56,80,short,232.489201349143,659.434431095628,1880.13740657838,2355.47879446052,F3_univariate
ref_yw_1,uh1,2,62,65,short,235.598424257394,474.814119551288,1402.77874861483,2392.99895127922,F3_univariate
ref_yw_2,uu1,3,93,20,long,169.183575207743,375.989390619934,2183.23499852174,2433.77326830911,F3_univariate
ref_yw_2,9:,3,105,80,long,125.924722282221,545.036601480712,1367.06873939851,2720.88507328875,F3_univariate
ref_yw_2,aa1,1,112,80,long,183.890975383551,700.641876819329,2244.23627707943,3329.85060182942,F3_univariate
ref_yw_2,ae1,3,117,65,long,89.5578898132858,1935.34525997408,2970.92264049462,4481.68427631081,F3_univariate
ref_yw_2,yh1,9,153,50,short,92.9511666305499,429.687033596008,2420.44209787871,3601.47904535768,F3_univariate
ref_yw_2,uh1,3,138,65,short,185.333817976579,407.061876605427,1677,2631.456489475,F3_univariate
ref_yw_2,9,2,146,35,short,89.8841266162313,394.831621430202,1703.66643889135,3842.97354737118,F3_univariate
ref_yw_3,{:,1,163,50,long,192.662149863748,851.816300597624,889.033027593239,1716.11890641256,F3_univariate
ref_yw_3,ae1,5,203,20,long,192.505331743016,804.655954481294,1343.10668668462,1846.54704731355,F3_univariate
ref_yw_3,oo1,3,174,80,long,229.789197116655,320.316386655592,995.159106218792,3030.57813243821,F3_univariate
ref_yw_3,uu1,1,178,50,long,218.759982760579,425.851078704723,1793.81020160129,1852.8406623665,F3_univariate
ref_yw_3,yy1,3,183,35,long,223.606614760758,409.545630812664,1762.66133182959,3882.57888597986,F3_univariate
ref_yw_3,oa1,3,186,80,long,203.055205308018,565.879746124321,1225.95685088977,1655.33972363368,F3_univariate
ref_yw_3,ih1,4,220,35,short,249.160327148455,412.954822137262,1189.84850005681,2589.01304973613,F3_univariate
ref_yw_3,ih1,6,222,20,short,242.714335045749,438.328046735743,2145.04706188557,2560.24756697903,F3_univariate
ref_yw_3,oah1,2,209,65,short,242.469848357367,550.805578301964,1072.46685744742,1895.64782471662,F3_univariate
ref_yw_3,yh1,7,238,65,short,256.083900397708,383.029675416468,2198.163458173,2804.08051751771,F3_univariate
ref_yw_3,uh1,3,225,50,short,226.657943094442,447.773585411653,1464.06132362599,1593.6019172323,F3_univariate
ref_yw_4,oe1,4,259,50,long,235.897451599497,683.715809788135,1648.39591323867,2559.69613564907,F3_univariate
ref_yw_4,ee1,3,273,80,long,245.274615312701,535.196752750016,2327.76039070537,2393.80755158515,F3_univariate
ref_yw_4,ee1,4,289,80,long,230.775682353763,506.8314507929,2220.53467345263,2449.75950880284,F3_univariate
ref_yw_4,aa1,4,340,20,long,243.516099063414,732.874768296425,1252.99735511206,2576.7103487055,F3_univariate
ref_yw_4,oah1,7,337,80,short,239.230380043631,657.904693735446,774.826716440397,2276.46475471267,F3_univariate
ref_yw_4,oah1,9,339,65,short,236.094942136448,639.356601619663,931.718464687109,2361.06664210989,F3_univariate
ref_yw_4,oah1,9,339,80,short,236.094942136448,634.67654708503,869.336742768342,2262.17720106204,F3_univariate
ref_yw_4,eh1,5,326,50,short,237.59420695083,689.148117118049,1906.8704131765,2042.35357047204,F3_univariate
ref_yw_4,yh1,5,335,65,short,241.297450856639,440.634369841708,2205.04512595012,2546.08465810946,F3_univariate
ref_ym_1,oe1,5,14,65,long,96.4269700905942,582.209401847554,1211.91886799615,1827.69763785596,F3_univariate
ref_ym_1,uu1,2,17,65,long,100.645966733513,399.39947201493,1435.48691832811,1999.08142486358,F3_univariate
ref_ym_1,oa1,1,22,35,long,103.218865466913,403.48262693663,612.447858942064,2459.9117941571,F3_univariate
ref_ym_1,ih1,6,60,80,short,111.992285914973,351.183636899904,2238.89023395851,2899.16711097038,F3_univariate
ref_ym_1,oah1,1,46,80,short,101.905916886123,482.36593593156,720.274405236202,2334.90095512756,F3_univariate
ref_ym_1,yh1,7,73,80,short,98.9920733556346,398.586189536846,1799.18695539046,3381.87431606146,F3_univariate
ref_ym_1,eh1,6,78,20,short,117.161616289542,554.869088868556,1640.77783931272,2647.91242460298,F3_univariate
ref_ym_1,uh1,3,63,50,short,99.6051930119111,400.356731594137,890.511013757297,1965.66568408086,F3_univariate
ref_ym_2,{:,2,86,35,long,106.977044924459,650.001386830925,1372.76180088911,2038.3845250843,F3_univariate
ref_ym_2,ae1,3,93,80,long,110.854706327273,577.825284923548,1718.92280018123,2038.41471572278,F3_univariate
ref_ym_2,ae1,4,94,65,long,118.03082258321,590.227975658882,1658.65139909098,1993.78819951073,F3_univariate
ref_ym_2,ae1,4,94,80,long,118.03082258321,587.080856885945,951.235369599059,1973.33778009257,F3_univariate
ref_ym_2,ae1,5,95,65,long,114.625311354026,598.928138680062,1415.6613850825,1960.99007018045,F3_univariate
ref_ym_2,oo1,1,97,20,long,117.163745924861,264.120453499544,743.077137160788,2717.18891986321,F3_univariate
ref_ym_2,uu1,3,105,80,long,122.057727486144,198.899824233964,2086.63056835509,2986.68316719701,F3_univariate
ref_ym_2,ii1,2,119,20,long,116.529098837247,249.219742343616,2329.94091896735,3096.32672109101,F3_univariate
ref_ym_2,ih1,1,130,20,short,109.861129085152,247.267707436863,2095.39921857989,2943.82268288574,F3_univariate
ref_ym_2,ih1,1,130,50,short,109.861129085152,240.46941346187,2213.0550439345,2957.04229785158,F3_univariate
ref_ym_2,oah1,9,171,80,short,111.151374833012,424.174960168485,782.798262966027,2242.26372206825,F3_univariate
ref_ym_2,yh1,4,154,65,short,116.080025535168,296.117941217374,2041.55047450296,2758.9759342593,F3_univariate
ref_ym_2,ah1,1,139,80,short,112.974534550287,572.828425773661,1127.17997670939,2707.65933504668,F3_univariate
ref_ym_2,eh1,5,167,80,short,126.972316901809,514.06696077412,1558.68430363774,1798.05454922038,F3_univariate
ref_ym_2,oeh1,1,160,65,short,140.638731321674,552.426622009206,1219.0389647925,2654.31343410991,F3_univariate
ref_ym_3,{:,1,175,20,long,192.749824418935,660.872277095599,1264.5478717479,2079.2288464654,F3_univariate
ref_ym_3,oe1,4,187,35,long,178.143237152606,525.288919262168,1580.20401225579,1850.83435425218,F3_univariate
ref_ym_3,oe1,6,189,50,long,178.792666297443,524.972835887334,1520.55444784206,1979.6096245046,F3_univariate
ref_ym_3,ae1,3,183,35,long,160.564198669351,634.413457913996,1052.04145284195,1854.96247179446,F3_univariate
ref_ym_3,uu1,3,192,80,long,179.934285582941,350.301596568546,1721.63753703393,2022.65874001792,F3_univariate
ref_ym_3,oa1,1,196,20,long,181.589765767625,444.497248900894,905.450475289012,2353.04350128862,F3_univariate
ref_ym_3,9:,1,202,35,long,188.322587205389,574.999303272636,1223.86004841744,2445.97900474756,F3_univariate
ref_ym_3,ii1,3,207,65,long,164.678040634695,319.871215865169,2143.66157036631,2162.34853326485,F3_univariate
ref_ym_3,ih1,2,218,50,short,176.740470206338,403.395847730404,1752.78110201028,2380.2346596145,F3_univariate
ref_ym_3,ih1,2,218,80,short,176.740470206338,406.19545417737,1930.31717597235,2396.04319735346,F3_univariate
ref_ym_3,oah1,2,221,35,short,161.586011898875,541.485692334712,897.256495340571,1871.55372999575,F3_univariate
ref_ym_3,yh1,3,225,65,short,165.280584329045,456.310723227439,1826.68227612288,2054.10678399199,F3_univariate
ref_ym_3,yh1,8,252,80,short,174.599660765542,424.822199452808,1811.3501348302,2062.31147179613,F3_univariate
ref_ym_3,ah1,3,228,50,short,175.847563193248,619.959026494779,1244.75867219133,1555.84361029544,F3_univariate
ref_ym_3,uh1,4,238,20,short,174.39267482104,489.361871503802,1185.36690978794,1620.50092164965,F3_univariate
ref_ym_3,9,3,247,65,short,162.765319340817,517.13248976942,1147.43724996724,1658.75917545806,F3_univariate
ref_ym_3,oh1,3,262,35,short,191.385296418993,496.686120173814,793.137178919563,1562.81924009233,F3_univariate
ref_ym_4,{:,2,264,65,long,91.6258443876724,750.506316191432,1512.14300038217,2231.40404414603,F3_univariate
ref_ym_4,ee1,5,302,80,long,89.9772065310505,513.896455290352,1819.5404520335,2274.40151758817,F3_univariate
ref_ym_4,ae1,3,300,65,long,82.752293256971,605.567820937929,1933.90085245032,2456.13885286994,F3_univariate
ref_ym_4,ih1,7,343,20,short,100.830627294088,402.92927429735,2021.23931513418,2427.15190266663,F3_univariate
ref_ym_4,oah1,9,351,50,short,81.1164934852871,595.591348376593,794.83909524462,2365.43102306224,F3_univariate
ref_ym_4,oah1,9,351,65,short,81.1164934852871,587.766372370614,758.800523859341,2297.58830307103,F3_univariate
ref_ym_4,oah1,9,351,80,short,81.1164934852871,610.387176791562,719.213734495813,2286.34592576949,F3_univariate
ref_ym_4,eh1,2,314,20,short,99.003407052493,600.07019726921,1814.41576538155,2724.68186168941,F3_univariate
ref_ym_4,uh1,3,324,80,short,93.3368940675104,405.299628764246,1413.95439694487,2558.53563078445,F3_univariate
ref_ym_4,yh1,3,336,80,short,96.9214621930685,374.58574117735,1792.61733812714,2416.43884166599,F3_univariate
ref_ym_4,yh1,5,347,35,short,102.649054442856,395.893191678049,1821.48022050454,2282.30037514823,F3_univariate
