Talker,Age,Gender,category,Word,Token,Trial,Location,Duration,SR,F0,F1,F2,F3,Quantity
ref_yw_1,35,female,[ɔ],lott,3,48,35,0.116528028206048,180.453128894151,216.35094715368,621.83104291353,1193.88528626283,2846.00013991823,short
ref_yw_1,35,female,[ɔ],lott,3,48,50,0.116528028206048,180.453128894151,216.35094715368,587.222978111612,1039.43707099155,2871.67437213414,short
ref_yw_1,35,female,[ɔ],lott,3,48,65,0.116528028206048,180.453128894151,216.35094715368,562.412503030748,882.663749361752,2913.39104313234,short
ref_yw_1,35,female,[ɔ],lott,3,48,80,0.116528028206048,180.453128894151,216.35094715368,550.508339349264,840.267730918423,2890.8454007749,short
ref_yw_1,35,female,[ʏ],flytta,1,49,20,0.079718951161496,180.453128894151,240.32976688885,489,2030.3731465864,2816.98945821412,short
ref_yw_1,35,female,[ʏ],flytta,1,49,35,0.079718951161496,180.453128894151,240.32976688885,483,2094.59811785878,2632.52809056403,short
ref_yw_1,35,female,[ʏ],flytta,1,49,50,0.079718951161496,180.453128894151,240.32976688885,478.37547122345,2189.77818356333,2857,short
ref_yw_1,35,female,[ʏ],flytta,1,49,65,0.079718951161496,180.453128894151,240.32976688885,468.869080195545,2223.33705237328,2855.33006270021,short
ref_yw_1,35,female,[ʏ],flytta,1,49,80,0.079718951161496,180.453128894151,240.32976688885,438.29856634805,2221.32797118883,2882.47406428071,short
ref_yw_1,35,female,[ʏ],flytta,2,50,20,0.0908644570707224,180.453128894151,235.109832258371,466.067806744096,2082.70341524685,2806.57700994124,short
